Año,CodClasificaciónEconómica,ClasificaciónEconómica,CodClasificaciónFuncional,Millones Euros
2009,D.51,Impuestos corrientes sobre la renta…a pagar,10.6,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.6,58.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.6,354.0
2009,D.7,Otras transferencias corrientes,10.6,0.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,10.6,0.0
2009,P.5,Formación bruta de capital,10.6,0.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.6,0.0
2009,D.9," Transferencias de capital, a pagar",10.6,678.0
2009,D.1,Remuneración de asalariados,10.7,503.0
2009,P.2,Consumos intermedios,10.7,402.0
2009,D.29,Otros impuestos sobre la producción,10.7,0.0
2009,D.3,Subvenciones,10.7,0.0
2009,D.4,Rentas de la propiedad,10.7,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,10.7,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.7,583.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.7,606.0
2009,D.7,Otras transferencias corrientes,10.7,376.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,10.7,0.0
2009,P.5,Formación bruta de capital,10.7,71.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.7,1.0
2009,D.9," Transferencias de capital, a pagar",10.7,42.0
2009,D.1,Remuneración de asalariados,10.8,0.0
2009,P.2,Consumos intermedios,10.8,0.0
2009,D.29,Otros impuestos sobre la producción,10.8,0.0
2009,D.3,Subvenciones,10.8,0.0
2009,D.4,Rentas de la propiedad,10.8,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,10.8,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.8,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.8,0.0
2009,D.7,Otras transferencias corrientes,10.8,0.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,10.8,0.0
2009,P.5,Formación bruta de capital,10.8,0.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.8,0.0
2009,D.9," Transferencias de capital, a pagar",10.8,0.0
2009,D.1,Remuneración de asalariados,10.9,1917.0
2009,P.2,Consumos intermedios,10.9,910.0
2009,D.29,Otros impuestos sobre la producción,10.9,9.0
2009,D.3,Subvenciones,10.9,0.0
2009,D.4,Rentas de la propiedad,10.9,0.0
2009,D.51,Impuestos corrientes sobre la renta…a pagar,10.9,0.0
2009,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,10.9,0.0
2009,D.632,Transferencias sociales en especie: producción adquirida en el mercado,10.9,0.0
2009,D.7,Otras transferencias corrientes,10.9,153.0
2009,D.8,Ajustes por la variación de los derechos por pensiones,10.9,0.0
2009,P.5,Formación bruta de capital,10.9,344.0
2009,NP, Adquisiciones menos cesiones de activos no financieros no producidos,10.9,11.0
2009,D.9," Transferencias de capital, a pagar",10.9,26.0
2010,D.1,Remuneración de asalariados,01.1,5578.0
2010,P.2,Consumos intermedios,01.1,2447.0
2010,D.29,Otros impuestos sobre la producción,01.1,18.0
2010,D.3,Subvenciones,01.1,0.0
2010,D.4,Rentas de la propiedad,01.1,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,01.1,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.1,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.1,0.0
2010,D.7,Otras transferencias corrientes,01.1,9373.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,01.1,0.0
2010,P.5,Formación bruta de capital,01.1,388.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.1,-1.0
2010,D.9," Transferencias de capital, a pagar",01.1,86.0
2010,D.1,Remuneración de asalariados,01.2,48.0
2010,P.2,Consumos intermedios,01.2,75.0
2010,D.29,Otros impuestos sobre la producción,01.2,0.0
2010,D.3,Subvenciones,01.2,0.0
2010,D.4,Rentas de la propiedad,01.2,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,01.2,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.2,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.2,0.0
2010,D.7,Otras transferencias corrientes,01.2,1833.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,01.2,0.0
2010,P.5,Formación bruta de capital,01.2,4.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.2,0.0
2010,D.9," Transferencias de capital, a pagar",01.2,473.0
2010,D.1,Remuneración de asalariados,01.3,6409.0
2010,P.2,Consumos intermedios,01.3,3658.0
2010,D.29,Otros impuestos sobre la producción,01.3,32.0
2010,D.3,Subvenciones,01.3,0.0
2010,D.4,Rentas de la propiedad,01.3,2.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,01.3,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.3,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.3,0.0
2010,D.7,Otras transferencias corrientes,01.3,245.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,01.3,0.0
2010,P.5,Formación bruta de capital,01.3,1604.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.3,61.0
2010,D.9," Transferencias de capital, a pagar",01.3,55.0
2010,D.1,Remuneración de asalariados,01.4,1792.0
2010,P.2,Consumos intermedios,01.4,790.0
2010,D.29,Otros impuestos sobre la producción,01.4,4.0
2010,D.3,Subvenciones,01.4,103.0
2010,D.4,Rentas de la propiedad,01.4,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,01.4,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.4,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.4,0.0
2010,D.7,Otras transferencias corrientes,01.4,0.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,01.4,0.0
2010,P.5,Formación bruta de capital,01.4,3272.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.4,4.0
2010,D.9," Transferencias de capital, a pagar",01.4,95.0
2010,D.1,Remuneración de asalariados,01.5,93.0
2010,P.2,Consumos intermedios,01.5,33.0
2010,D.29,Otros impuestos sobre la producción,01.5,0.0
2010,D.3,Subvenciones,01.5,0.0
2010,D.4,Rentas de la propiedad,01.5,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,01.5,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.5,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.5,0.0
2010,D.7,Otras transferencias corrientes,01.5,0.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,01.5,0.0
2010,P.5,Formación bruta de capital,01.5,176.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.5,0.0
2010,D.9," Transferencias de capital, a pagar",01.5,0.0
2010,D.1,Remuneración de asalariados,01.6,30.0
2010,P.2,Consumos intermedios,01.6,30.0
2010,D.29,Otros impuestos sobre la producción,01.6,0.0
2010,D.3,Subvenciones,01.6,0.0
2010,D.4,Rentas de la propiedad,01.6,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,01.6,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.6,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.6,0.0
2010,D.7,Otras transferencias corrientes,01.6,7.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,01.6,0.0
2010,P.5,Formación bruta de capital,01.6,3.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.6,0.0
2010,D.9," Transferencias de capital, a pagar",01.6,0.0
2010,D.1,Remuneración de asalariados,01.7,0.0
2010,P.2,Consumos intermedios,01.7,1185.0
2010,D.29,Otros impuestos sobre la producción,01.7,0.0
2010,D.3,Subvenciones,01.7,0.0
2010,D.4,Rentas de la propiedad,01.7,20437.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,01.7,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.7,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.7,0.0
2010,D.7,Otras transferencias corrientes,01.7,0.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,01.7,0.0
2010,P.5,Formación bruta de capital,01.7,0.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.7,0.0
2010,D.9," Transferencias de capital, a pagar",01.7,0.0
2010,D.1,Remuneración de asalariados,01.8,0.0
2010,P.2,Consumos intermedios,01.8,0.0
2010,D.29,Otros impuestos sobre la producción,01.8,0.0
2010,D.3,Subvenciones,01.8,0.0
2010,D.4,Rentas de la propiedad,01.8,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,01.8,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,01.8,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,01.8,0.0
2010,D.7,Otras transferencias corrientes,01.8,0.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,01.8,0.0
2010,P.5,Formación bruta de capital,01.8,0.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,01.8,0.0
2010,D.9," Transferencias de capital, a pagar",01.8,0.0
2010,D.1,Remuneración de asalariados,02.1,6387.0
2010,P.2,Consumos intermedios,02.1,1417.0
2010,D.29,Otros impuestos sobre la producción,02.1,7.0
2010,D.3,Subvenciones,02.1,0.0
2010,D.4,Rentas de la propiedad,02.1,7.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,02.1,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,02.1,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,02.1,0.0
2010,D.7,Otras transferencias corrientes,02.1,65.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,02.1,0.0
2010,P.5,Formación bruta de capital,02.1,2282.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,02.1,-41.0
2010,D.9," Transferencias de capital, a pagar",02.1,11.0
2010,D.1,Remuneración de asalariados,02.2,0.0
2010,P.2,Consumos intermedios,02.2,0.0
2010,D.29,Otros impuestos sobre la producción,02.2,0.0
2010,D.3,Subvenciones,02.2,0.0
2010,D.4,Rentas de la propiedad,02.2,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,02.2,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,02.2,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,02.2,0.0
2010,D.7,Otras transferencias corrientes,02.2,0.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,02.2,0.0
2010,P.5,Formación bruta de capital,02.2,0.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,02.2,0.0
2010,D.9," Transferencias de capital, a pagar",02.2,0.0
2010,D.1,Remuneración de asalariados,02.3,0.0
2010,P.2,Consumos intermedios,02.3,762.0
2010,D.29,Otros impuestos sobre la producción,02.3,0.0
2010,D.3,Subvenciones,02.3,0.0
2010,D.4,Rentas de la propiedad,02.3,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,02.3,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,02.3,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,02.3,0.0
2010,D.7,Otras transferencias corrientes,02.3,56.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,02.3,0.0
2010,P.5,Formación bruta de capital,02.3,0.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,02.3,0.0
2010,D.9," Transferencias de capital, a pagar",02.3,0.0
2010,D.1,Remuneración de asalariados,02.4,68.0
2010,P.2,Consumos intermedios,02.4,56.0
2010,D.29,Otros impuestos sobre la producción,02.4,0.0
2010,D.3,Subvenciones,02.4,0.0
2010,D.4,Rentas de la propiedad,02.4,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,02.4,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,02.4,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,02.4,0.0
2010,D.7,Otras transferencias corrientes,02.4,0.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,02.4,0.0
2010,P.5,Formación bruta de capital,02.4,204.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,02.4,0.0
2010,D.9," Transferencias de capital, a pagar",02.4,2.0
2010,D.1,Remuneración de asalariados,02.5,0.0
2010,P.2,Consumos intermedios,02.5,0.0
2010,D.29,Otros impuestos sobre la producción,02.5,0.0
2010,D.3,Subvenciones,02.5,0.0
2010,D.4,Rentas de la propiedad,02.5,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,02.5,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,02.5,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,02.5,0.0
2010,D.7,Otras transferencias corrientes,02.5,0.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,02.5,0.0
2010,P.5,Formación bruta de capital,02.5,0.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,02.5,0.0
2010,D.9," Transferencias de capital, a pagar",02.5,0.0
2010,D.1,Remuneración de asalariados,03.1,11945.0
2010,P.2,Consumos intermedios,03.1,2203.0
2010,D.29,Otros impuestos sobre la producción,03.1,5.0
2010,D.3,Subvenciones,03.1,0.0
2010,D.4,Rentas de la propiedad,03.1,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,03.1,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.1,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.1,0.0
2010,D.7,Otras transferencias corrientes,03.1,11.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,03.1,0.0
2010,P.5,Formación bruta de capital,03.1,820.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.1,0.0
2010,D.9," Transferencias de capital, a pagar",03.1,0.0
2010,D.1,Remuneración de asalariados,03.2,1290.0
2010,P.2,Consumos intermedios,03.2,348.0
2010,D.29,Otros impuestos sobre la producción,03.2,0.0
2010,D.3,Subvenciones,03.2,0.0
2010,D.4,Rentas de la propiedad,03.2,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,03.2,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.2,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.2,0.0
2010,D.7,Otras transferencias corrientes,03.2,12.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,03.2,0.0
2010,P.5,Formación bruta de capital,03.2,197.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.2,-1.0
2010,D.9," Transferencias de capital, a pagar",03.2,0.0
2010,D.1,Remuneración de asalariados,03.3,3168.0
2010,P.2,Consumos intermedios,03.3,719.0
2010,D.29,Otros impuestos sobre la producción,03.3,5.0
2010,D.3,Subvenciones,03.3,0.0
2010,D.4,Rentas de la propiedad,03.3,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,03.3,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.3,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.3,0.0
2010,D.7,Otras transferencias corrientes,03.3,8.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,03.3,0.0
2010,P.5,Formación bruta de capital,03.3,287.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.3,1.0
2010,D.9," Transferencias de capital, a pagar",03.3,4.0
2010,D.1,Remuneración de asalariados,03.4,1263.0
2010,P.2,Consumos intermedios,03.4,392.0
2010,D.29,Otros impuestos sobre la producción,03.4,1.0
2010,D.3,Subvenciones,03.4,0.0
2010,D.4,Rentas de la propiedad,03.4,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,03.4,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.4,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.4,0.0
2010,D.7,Otras transferencias corrientes,03.4,2.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,03.4,0.0
2010,P.5,Formación bruta de capital,03.4,302.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.4,11.0
2010,D.9," Transferencias de capital, a pagar",03.4,10.0
2010,D.1,Remuneración de asalariados,03.5,0.0
2010,P.2,Consumos intermedios,03.5,0.0
2010,D.29,Otros impuestos sobre la producción,03.5,0.0
2010,D.3,Subvenciones,03.5,0.0
2010,D.4,Rentas de la propiedad,03.5,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,03.5,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.5,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.5,0.0
2010,D.7,Otras transferencias corrientes,03.5,0.0
2010,D.8,Ajustes por la variación de los derechos por pensiones,03.5,0.0
2010,P.5,Formación bruta de capital,03.5,0.0
2010,NP, Adquisiciones menos cesiones de activos no financieros no producidos,03.5,0.0
2010,D.9," Transferencias de capital, a pagar",03.5,0.0
2010,D.1,Remuneración de asalariados,03.6,72.0
2010,P.2,Consumos intermedios,03.6,73.0
2010,D.29,Otros impuestos sobre la producción,03.6,0.0
2010,D.3,Subvenciones,03.6,0.0
2010,D.4,Rentas de la propiedad,03.6,0.0
2010,D.51,Impuestos corrientes sobre la renta…a pagar,03.6,0.0
2010,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,03.6,0.0
2010,D.632,Transferencias sociales en especie: producción adquirida en el mercado,03.6,0.0
